"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"PMTONLY",7,"Mortgage Details",9,"Current Payment Details",2,"2021 National, 2021 Metro","PUF","Amount of mortgage payment paid towards principal and interest only","MORTGAGE","Numeric","JPMTONLY","Coming soon","1 : 99997: $1 to $99,997||99998: $99,998 or more||M or -9: Not reported||N or -6: Not applicable","NA","NA","Noise","LOANTYPE in ('1' '2') and MORTTERM > 0",
"TAXPMT",8,"Mortgage Details",9,"Current Payment Details",2,"2021 National, 2021 Metro","PUF","Flag indicating property taxes included in mortgage payment","MORTGAGE","Character","JTAXPMT","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Is property tax included in any of your mortgage or loan payments?","PMTTAX","None","LOANTYPE in ('1' '2')",
"UNPBALAMT",9,"Mortgage Details",9,"Current Payment Details",2,"2021 National, 2021 Metro","IUF Only","Amount currently owed on mortgage","MORTGAGE","Numeric","JUNPBALAMT","Coming soon","0 : 9999997: $0 to $9,999,997||9999998: $9,999,998 or more||M or -9: Not reported||N or -6: Not applicable","Looking at your statement, what is the amount that you currently owe on the mortgage or loan? That is, what is the unpaid principal balance?","UNPBAL","Withheld","LOANTYPE in ('1' '2' '3') and PMTAMT <> .N",
"REFI",1,"Mortgage Details",9,"Refinance",4,"2021 National, 2021 Metro","PUF","Flag indicating mortgage is a refinance of previous mortgage","MORTGAGE","Character","JREFI","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Is the mortgage or loan a refinanced mortgage?","REFI","None","MORTCLASS = '1'",
"REFICSH",2,"Mortgage Details",9,"Refinance",4,"2021 National, 2021 Metro","PUF","Flag indicating mortgage refinanced to receive cash or increase the outstanding balance of the loan","MORTGAGE","Character","JREFICSH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you refinance this mortgage or loan to receive cash?","GTCASH","None","REFI = '1'",
"REFICSHAMT",3,"Mortgage Details",9,"Refinance",4,"2021 National, 2021 Metro","PUF","Amount of cash received from refinance","MORTGAGE","Numeric","JREFICSHAMT","Coming soon","1 : 999997: $1 to $999,997||999998: $999,998 or more||M or -9: Not reported||N or -6: Not applicable","When you refinanced for this mortgage or loan, how much cash did you receive?","CASH","Noise","REFICSH = '1'",
"HELOCADD",1,"Mortgage Details",9,"HELOC",5,"2021 National, 2021 Metro","PUF","Flag indicating home equity loan used for additions, improvements, or repairs","MORTGAGE","Character","JHELOCADD","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you use any of the funds from your mortgage or loan for additions, improvements, or repairs to this home?","IMPROV","None","LOANTYPE = '3'",
"HELOCBAL",2,"Mortgage Details",9,"HELOC",5,"2021 National, 2021 Metro","PUF","Flag indicating home equity loan has a current balance","MORTGAGE","Character","JHELOCBAL","Coming soon","1: Yes||2: No||N or -6: Not applicable","Do you currently have an outstanding balance against the mortgage or loan?","HEBAL","None","LOANTYPE = '3'",
"HELOCLIM",3,"Mortgage Details",9,"HELOC",5,"2021 National, 2021 Metro","PUF","Amount of credit limit on home equity loan","MORTGAGE","Numeric","JHELOCLIM","Coming soon","1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||M or -9: Not reported||N or -6: Not applicable","What is your total credit limit on the line of credit for the mortgage or loan?","HECR","Noise","LOANTYPE = '3'",
"HMRACCESS",1,"Home Improvement",10,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro","PUF","Flag indicating home improvements done in last two years to make home more accessible for those with physical limitations","HOUSEHOLD","Character","JHMRACCESS","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you do any of these home improvements to make your home more accessible for people with physical limitations, such as people using a wheelchair or a walker?","HMRACCESS","None","INTSTATUS = '1' and TENURE = '1' and REMODJOBS > 0",
"HMRENEFF",2,"Home Improvement",10,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating home improvements done to make home more energy efficient in last two years","HOUSEHOLD","Character","JHMRENEFF","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you do any of these home improvements to improve energy efficiency?","HMRENEFF","None","INTSTATUS = '1' and TENURE = '1' and REMODJOBS > 0",
"HMRSALE",3,"Home Improvement",10,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating home improvements done to get house ready for sale in last two years","HOUSEHOLD","Character","JHMRSALE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you do any of these home improvements to get your house ready for sale?","HMRSALE","None","INTSTATUS = '1' and TENURE = '1' and REMODJOBS > 0",
"MAINTAMT",4,"Home Improvement",10,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Amount of annual routine maintenance costs","HOUSEHOLD","Numeric","JMAINTAMT","Coming soon","0 : 9997: $0 to $9,997||9998: $9,998 or more||M or -9: Not reported||N or -6: Not applicable","In a TYPICAL YEAR, about how much does your household spend for routine repairs and maintenance, such as painting, plumbing, roofing, or other minor repairs?","CSTMNT","Noise","INTSTATUS = '1' and TENURE = '1'",
"REMODAMT",5,"Home Improvement",10,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Total cost of home improvement jobs in last two years","HOUSEHOLD","Numeric","JREMODAMT","Coming soon","0 : 9999997: $0 to $9,999,997||9999998: $9,999,998 or more||N or -6: Not applicable","NA","NA","Topcoded","INTSTATUS = '1' and TENURE = '1'","REMODAMT=0 indicates that either the respondent did not report any home improvement jobs, or the respondent reported one or more home improvement jobs and all had a cost of $0."
"REMODJOBS",6,"Home Improvement",10,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Total number of home improvement jobs in last two years","HOUSEHOLD","Numeric","JREMODJOBS","Coming soon","0 : 41: 0 to 41 jobs||N or -6: Not applicable","NA","NA","None","INTSTATUS = '1' and TENURE = '1'",
"JOBCOMP",1,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating if the home improvement job is complete","PROJECT","Character","JJOBCOMP","Coming soon","1: Yes||2: No||M or -9: Not reported","Is this job complete?","XXXXCMP","None","INTSTATUS = '1' and TENURE = '1'","XXXX represents the type of job (for example, FENCECMP)"
"JOBCOMPYR",2,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Year home improvement job was completed","PROJECT","Character","JJOBCOMPYR","Coming soon","1: (20XX - 2)||2: (20XX - 1)||3: 20XX||M or -9: Not reported||N or -6: Not applicable","Was it completed in ____, ____, or ____.","XXXXYR","None","INTSTATUS = '1' and TENURE = '1' and JOBCOMP = '1'","In the Response Codes, 20XX is the year the survey was conducted. For example, in the 2017 survey, Response Code 1 = (20XX - 2) = (2017 - 2) = 2015. In the Instrument Variable Name, XXXXYR, XXXX indicates the type of home improvement job."
"JOBCOST",3,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Cost of home improvement job","PROJECT","Numeric","JJOBCOST","Coming soon","0 : 999997: $0 to $999,997||999998: $999,998 or more","How much did the entire XXXX job cost, including your costs and any amount covered by insurance, not counting your time?","XXXXAM","Rounded/Topcoded","INTSTATUS = '1' and TENURE = '1'","XXXX represents the type of job (for example, FENCEAM)"
"JOBDIY",4,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating job was do-it-yourself","PROJECT","Character","JJOBDIY","Coming soon","1: Yes||2: No","Did someone in your household do most of the work?","XXXXWK","None","INTSTATUS = '1' and TENURE = '1'","XXXX represents the type of job (for example, FENCEWK)"
"JOBFUNDS",5,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Main source of funding for home improvement job","PROJECT","Character","JJOBFUNDS","Coming soon","1: Cash from savings||2: Cash from refinancing home||3: A home equity loan||4: Homeowner's insurance settlement||5: Credit card or retail store charge card||6: Contractor arranged financing||7: Other||M or -9: Not reported","What was the main source of funding for this job?","XXXXFIN","None","INTSTATUS = '1' and TENURE = '1'","XXXX represents the type of job (for example, FENCEFIN)"
"JOBTYPE",6,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of home improvement job","PROJECT","Character","JJOBTYPE","Coming soon","01: Earthquake damage required extensive repairs to home||02: Tornado, hurricane, etc. damage required extensive repairs to home||03: Landslide damage required extensive repairs to home||04: Lightning or fire damage required extensive repairs to home||05: Flood damage required extensive repairs to home||06: Other natural disaster damage required extensive repairs to home||07: Added bedroom onto home||08: Added bathroom onto home||09: Added recreation room onto home||10: Added kitchen onto home||11: Added other inside room onto home||12: Bathroom remodeled||13: Kitchen remodeled||14: Attached garage or carport added to home||15: Porch, deck, patio, or terrace added to home||16: Added or replaced roof over entire home||17: Added or replaced siding on home||18: Added or replaced doors or windows in home||19: Added or replaced chimney, stairs or other exterior addition||20: Added or replaced insulation in home||21: Added or replaced internal water pipes in home||22: Added or replaced plumbing fixtures in home||23: Added or replaced electrical wiring, fuse boxes, or breaker switches in home||24: Added or replaced security system in home||25: Added or replaced carpeting, flooring, paneling, or ceiling tiles||26: Added or replaced central air conditioning||27: Added or replaced built-in heating equipment||28: Added or replaced septic tank||29: Added or replaced water heater||30: Added or replaced built-in dishwasher or garbage disposal||31: Other major improvements or repairs inside home (up to three could be reported)||32: Added or replaced driveways or walkways||33: Added or replaced fencing or walls||34: Added or replaced swimming pool, tennis court, or other recreational structure||35: Added or replaced shed, detached garage, or other building||36: Added or replaced landscaping or sprinkler system||37: Other major improvements or repairs to lot or yard (up to three could be reported)","In the last two years, have you added or replaced XXXX / did you remodel any XXXX?","See User Notes","None","INTSTATUS = '1' and TENURE = '1'","AHS collects home improvement jobs that were underway in the 24 months prior to the time of interview. Special procedures are in place to eliminate the double counting of jobs in multiple survey years. In the Question Text, XXXX indicates the type of home improvement job. For example, In the last two years, have you added or replaced a SHED?"
"JOBWORKYR",7,"Home Improvement",10,"Job Specific",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Year that the majority of home improvement expenses were incurred for this job","PROJECT","Character","JJOBWORKYR","Coming soon","1: (20XX - 2)||2: (20XX - 1)||3: 20XX||M or -9: Not reported||N or -6: Not applicable","When did you incur the majority of your expenses for this project?","XXXXYRCST","None","INTSTATUS = '1' and TENURE = '1' and JOBCOMP <> '1'","XXXX represents the type of job (for example, FENCEYRCST)"
"AGERES",1,"Neighborhood Features",11,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating community is age restricted","HOUSEHOLD","Character","JAGERES","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Is your community age restricted?","AGERES","Withheld","INTSTATUS = '1' and (COUNT(AGE >= 55) > 0) and ((BLD in ('02' '03') and SUBDIV = 1) or (BLD in ('04' '05' '06' '07' '08' '09')) or (BLD = '01' and TPARK > 1))",
"GATED",2,"Neighborhood Features",11,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating housing is gated or surrounded by walls or fences to prevent access by persons other than residents","HOUSEHOLD","Character","JGATED","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Is your community gated or surrounded by walls or fences to prevent access by persons other than residents?","GATED2","Withheld","INTSTATUS = '1' and ((SUBDIV = '1') or (BLD in ('04' '05' '06' '07' '08' '09')) or (TPARK > 1))","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NORC",3,"Neighborhood Features",11,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Flag indicating respondent thinks the majority of neighbors 55 or older","HOUSEHOLD","Character","JNORC","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Sometimes communities that are not age-restricted still attract certain age groups. Do you think the majority of your neighbors are 55 or over?","NORC","None","INTSTATUS = '1' and AGERES in ('2' 'M')","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"SUBDIV",4,"Neighborhood Features",11,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Flag indicating house is part of a subdivision or housing development","HOUSEHOLD","Character","JSUBDIV","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Is your home part of a subdivision or housing development?","SUBDIV","None","INTSTATUS = '1' and BLD in ('02' '03')",
"TPARK",5,"Neighborhood Features",11,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","IUF Only","Number of mobile homes in group","HOUSEHOLD","Numeric","JTPARK","Coming soon","1 : 996: 1 to 996 mobile homes||997: 997 or more mobile homes||N or -6: Not applicable","See User Notes","TPARKB","Withheld","INTSTATUS in ('1' '2' '3') and BLD = '01'","A respondent is asked TPARKA (Is your manufactured/mobile home included in a group of 2 or more?). If the respondent replies yes, TPARKB is asked (How many, including your manufactured/mobile home, are in the group?)."
"NEARABAND",1,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Number of buildings that are abandoned or vandalized within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARABAND","Coming soon","1: Not more than one vandalized or abandoned building||2: More than one vandalized or abandoned building||3: There are no vandalized or abandoned buildings||4: No buildings nearby||M or -9: Not reported||N or -6: Not applicable","See User Notes","EABAN1","None","INTSTATUS = '1'","NEARABAND is determined using EABAN1 (Are there any vandalized or abandoned buildings within half a block of this unit?) and EABAN2 ( Is there more than one vandalized or abandoned building?). Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARBARCL",2,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Number of buildings with bars on windows within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARBARCL","Coming soon","1: Not more than one building with metal bars||2: More than one building with metal bars||3: No buildings with metal bars||M or -9: Not reported||N or -6: Not applicable","See User Notes","EBARCL1","None","INTSTATUS = '1'","NEARBARCL is determined using EBARCL1 (Now, thinking of ALL of the buildings that are within half a block of your unit, do any of these buildings have metal bars on their windows?) and EBARCL2 (Is there more than one building with metal bars on the windows?). Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARBUSIN",3,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating there are businesses or institutions within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARBUSIN","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Are there any businesses or institutions, such as stores, restaurants, schools, or hospitals within a half block of this unit?","ECOM1","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARFACT",4,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating there are factories or other industrial structures within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARFACT","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","How about any factories or other industrial structures?","ECOM2","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARMF",5,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating there are apartment buildings within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARMF","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Thinking about the other buildings within a half block from your unit, are there any __ Mark all that apply)","OTHRBLD","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARMH",6,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating there are manufactured / mobile homes within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARMH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Thinking about the other buildings within a half block from your unit, are there any __ (Mark all that apply)","OTHRBLD","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARSFA",7,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating there are single-family townhouses or row houses within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARSFA","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Thinking about the other buildings within a half block from your unit, are there any __ (Mark all that apply)","OTHRBLD","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARSFD",8,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating there are single-family detached homes within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARSFD","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Thinking about the other buildings within a half block from your unit, are there any __ (Mark all that apply)","OTHRBLD","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARTRASH",9,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Frequency of trash, litter, or junk in streets, lots, or properties within 1/2 block of this housing unit","HOUSEHOLD","Character","JNEARTRASH","Coming soon","1: Large amount of trash||2: Small amount of trash||3: No trash||M or -9: Not reported||N or -6: Not applicable","See User Notes","EJUNK1","None","INTSTATUS = '1'","NEARTRASH is determined using EJUNK1 (Is there trash, litter or junk in the streets, roads, empty lots or on any properties within half a block of this unit?) and EJUNK2( Is there a small amount or a large amount of trash, litter or junk?). Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NEARWATER",10,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating bodies of water within 1/2 block of unit","HOUSEHOLD","Character","JNEARWATER","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Are there any bodies of water, such as ponds, lakes, rivers, or the ocean within a half block of this unit?","EWATER","Withheld","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"WATFRONT",11,"Neighborhood Features",11,"Nearby Features",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","IUF Only","Flag indicating unit is waterfront","HOUSEHOLD","Character","JWATFRONT","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Would you call your unit waterfront property?","WFPROP","Withheld","INTSTATUS = '1' and NEARWATER = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NHQPCRIME",1,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Agree or disagree: this neighborhood has a lot of petty crime","HOUSEHOLD","Character","JNHQPCRIME","Coming soon","1: Agree||2: Disagree||M or -9: Not reported||N or -6: Not applicable","Do you agree or disagree with the following statement: This neighborhood has a lot of petty crime.","NHQSCHOOL","None","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NHQPUBTRN",2,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Agree or disagree: this neighborhood has good bus, subway, or commuter train service","HOUSEHOLD","Character","JNHQPUBTRN","Coming soon","1: Agree||2: Disagree||M or -9: Not reported||N or -6: Not applicable","Do you agree or disagree with the following statement: This neighborhood has good bus, subway, or commuter train service.","NHQPUBTRAN","None","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NHQRISK",3,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Agree or disagree: this neighborhood is at high risk for floods or other disasters","HOUSEHOLD","Character","JNHQRISK","Coming soon","1: Agree||2: Disagree||M or -9: Not reported||N or -6: Not applicable","Do you agree or disagree with the following statement: This neighborhood is at high risk for floods or other disasters.","NHQRISK","None","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NHQSCHOOL",4,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Agree or disagree: this neighborhood has good schools","HOUSEHOLD","Character","JNHQSCHOOL","Coming soon","1: Agree||2: Disagree||M or -9: Not reported||N or -6: Not applicable","Do you agree or disagree with the following statement: This neighborhood has good schools.","NHQSCHOOL","None","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"NHQSCRIME",5,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Agree or disagree: this neighborhood has a lot of serious crime","HOUSEHOLD","Character","JNHQSCRIME","Coming soon","1: Agree||2: Disagree||M or -9: Not reported||N or -6: Not applicable","Do you agree or disagree with the following statement: This neighborhood has a lot of serious crime.","NHQPCRIME","None","INTSTATUS = '1'","Beginning with 2017, URE (INTSTATUS 2) and vacant (INTSTATUS 3) interviews are not asked this question. Use caution when comparing 2017 to prior years."
"RATINGHS",6,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Rating of unit as a place to live","HOUSEHOLD","Numeric","JRATINGHS","Coming soon","1 : 10: 1 to 10||M or -9: Not reported||N or -6: Not applicable","On a scale of 1 to 10, how would you rate your unit as a place to live?","HOWH","None","INTSTATUS = '1'",
"RATINGNH",7,"Neighborhood Features",11,"Ratings",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Rating of neighborhood as place to live","HOUSEHOLD","Numeric","JRATINGNH","Coming soon","1 : 10: 1 to 10||M or -9: Not reported||N or -6: Not applicable","How would you rate your neighborhood on a scale of 1-10?","HOWN","None","INTSTATUS = '1'",
"MOVFORCE",1,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, was forced to move by landlord, bank, government, or disaster","HOUSEHOLD","Character","JMOVFORCE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'","In 2015 only one question was asked (MOVFORCE - Were you forced to move by a landlord, a bank or other financial institution, the government, or because of a disaster or fire?). In 2017 and later, the single MOVFORCE item was replaced with two items: MOVFORCE2 (Were you forced to move by a landlord, a bank or other financial institution, or the government?) and MOVDISAS (Were you forced to move because of a disaster or fire?). Also see MOVWHY."
"MOVWHY",2,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Flag indicating what forced the respondent, who moved in last two years, to move","HOUSEHOLD","Character","JMOVWHY","Coming soon","1: Forced to move due to landlord, bank or other financial institution, or the government||2: Forced to move because of natural disaster or fire||N or -6: Not applicable","Were you forced to move because of a disaster or fire?","MOVDISAS","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE = '1'",
"RMCHANGE",3,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved because of change in household","HOUSEHOLD","Character","JRMCHANGE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move because of a change in household or family size, including marriage, divorce, separation, or child birth or adoption?","WMCHANGE","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMCOMMUTE",4,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved to reduce commute","HOUSEHOLD","Character","JRMCOMMUTE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move to reduce commuting time?","WMCOMMUTE","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMCOSTS",5,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved to reduce housing costs","HOUSEHOLD","Character","JRMCOSTS","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move to reduce your housing costs?","WMCOSTS","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
