"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"ETRANS",22,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro","PUF","Railroad, airport, or four lane highway within 1/2 block","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"EWATER",23,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro","PUF","Body of water within 1/2 block","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"NHDBLDMH",24,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro","PUF","Manufactured / mobile home within 1/2 block","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"NHDBLDMU",25,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro","PUF","Apartment building within 1/2 block","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"NHDBLDSUA",26,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro","PUF","Single family attached house within 1/2 block","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"NHDBLDSUD",27,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro","PUF","Single family detached house within 1/2 block","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"WFPROP",28,"Neighborhood Features",11,"Nearby Features",2,"2013 National, 2013 Metro, 2004 Metro, 2003 National","PUF","Unit is waterfront property","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HOWH",8,"Neighborhood Features",11,"Ratings",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Rating of unit as a place to live","HOUSEHOLD","Numeric","NA",,"1 : 10: Rating (10 is best, 1 is worst)||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"HOWN",9,"Neighborhood Features",11,"Ratings",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Rating of neighborhood as place to live","HOUSEHOLD","Numeric","NA",,"0: No neighborhood||1 : 10: Rating (10 is best, 1 is worst)||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"CEFCLOSKNIT",1,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Neighborhood is close knit","HOUSEHOLD","Character","NA",,"1: Strongly agree||2: Somewhat agree||3: Somewhat disagree||4: Strongly disagree||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFDISRSPCT",2,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Likelihood neighbor would scold a disrespectful child","HOUSEHOLD","Character","NA",,"1: Very likely||2: Likely||3: Unlikely||4: Very unlikely||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFFIGHTING",3,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Likelihood neighbor would do something if a fight broke out in front of house","HOUSEHOLD","Character","NA",,"1: Very likely||2: Likely||3: Unlikely||4: Very unlikely||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFFIRESTA",4,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Likelihood neighbors would do something if neighborhood fire station were threatened by budget cuts","HOUSEHOLD","Character","NA",,"1: Very likely||2: Likely||3: Unlikely||4: Very unlikely||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFGETALONG",5,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","People in neighborhood get along","HOUSEHOLD","Character","NA",,"1: Strongly agree||2: Somewhat agree||3: Somewhat disagree||4: Strongly disagree||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFGPBLOCK",6,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member belongs to a neighborhood group","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFGPCHURCH",7,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member belongs to a religious organization","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFGPCIVIC",8,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member belongs to a civic organization","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFHELPNBOR",9,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","People in neighborhood are willing to help neighbors","HOUSEHOLD","Character","NA",,"1: Strongly agree||2: Somewhat agree||3: Somewhat disagree||4: Strongly disagree||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSHARVALS",10,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","People in neighborhood share the same values","HOUSEHOLD","Character","NA",,"1: Strongly agree||2: Somewhat agree||3: Somewhat disagree||4: Strongly disagree||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSKIPSCHL",11,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Likelihood neighbor would do something about children skipping school","HOUSEHOLD","Character","NA",,"1: Very likely||2: Likely||3: Unlikely||4: Very unlikely||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSPKMEETG",12,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has attended a neighborhood meeting","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSPKNBORS",13,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has participated in solving a neighborhood problem","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSPKOFFCL",14,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has spoken to a local politician about a neighborhood problem or improvement","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSPKPRBLM",15,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has spoken with person or group causing neighborhood problems","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSPKRELG",16,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has spoken with a religious leader about a neighborhood problem or improvement","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFSPRYPNT",17,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Likelihood neighbor would do something about children spray-painting graffiti","HOUSEHOLD","Character","NA",,"1: Very likely||2: Likely||3: Unlikely||4: Very unlikely||D: Don't know||R: Refused||B: Not applicable",,,,,
"CEFTRUSTED",18,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","People in neighborhood can be trusted","HOUSEHOLD","Character","NA",,"1: Strongly agree||2: Somewhat agree||3: Somewhat disagree||4: Strongly disagree||D: Don't know||R: Refused||B: Not applicable",,,,,
"FRIENDS",19,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has friends in neighborhood","HOUSEHOLD","Character","NA",,"1: None||2: One or two||3: Three to five||4: Six to nine||5: Ten or more||D: Don't know||R: Refused||B: Not applicable",,,,,
"TALKNBOR",20,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household member has talked with a neighbor in the last month for 10 or more minutes","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"VOLNTEER",21,"Neighborhood Features",11,"Neighborhood Social Capital",4,"2013 National, 2013 Metro","PUF","Household has volunteered over the past 12 months","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"SATPOL",1,"Neighborhood Features",11,"Problems with Neighbors/Neighborhood",5,"2013 National, 2013 Metro","PUF","Neighborhood police protection is satisfactory","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"WHAVL",12,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit because only one available","HOUSEHOLD","Character","JWHAVL",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHDSN",13,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit because of room layout / design","HOUSEHOLD","Character","JWHDSN",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHEXT",14,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit because of exterior appearance","HOUSEHOLD","Character","JWHEXT",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHFIN",15,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit for financial reasons","HOUSEHOLD","Character","JWHFIN",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHNHD",16,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro","PUF","Liked unit because of neighborhood","HOUSEHOLD","Character","JWHNHD",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHOTH",17,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit for other reasons","HOUSEHOLD","Character","JWHOTH",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHQUL",18,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit because of construction quality","HOUSEHOLD","Character","JWHQUL",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHSIZ",19,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit because of size","HOUSEHOLD","Character","JWHSIZ",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHYMOVE",20,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro","PUF","Main reason moved","HOUSEHOLD","Character","JHYMOV",,"00: All reasons of equal importance||01: Private company or person wanted to use it||02: Forced to leave by the government||03: Disaster loss (i.e. fire, flood, etc.)||04: New job or job transfer||05: To be closer to work / school / other||06: Other, financial or employment related||07: To establish own household||08: Needed a larger house or apartment||09: Married, widowed, divorced, or separated||10: Other, family or personal related||11: Wanted a better quality house or apartment||12: Change from owner to renter or renter to owner||13: Wanted lower rent or less expensive house to maintain||14: Other housing related reasons||15: Evicted from residence||16: Foreclosure||17: Other - specify||D: Don't know||Blank: Not reported||B: Not applicable",,,,,
"WHYRD",21,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Liked unit because of yard / trees / view","HOUSEHOLD","Character","JWHYRD",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHYTOH",22,"Recent Movers",12,"Reason for Moving",1,"2013 National","PUF","Main reason this unit was chosen","HOUSEHOLD","Character","JHYTOH",,"1: Financial reasons||2: Room layout / design||3: Size||4: Exterior appearance||5: Yard / trees / view||6: Quality of construction||7: Only one available||8: The neighborhood itself||9: Other - specify||10: All reasons of equal importance||D: Don't know||R: Refused||B: Not applicable",,,,,
"WHYTOH",22,"Recent Movers",12,"Reason for Moving",1,"2013 Metro","PUF","Main reason this unit was chosen","HOUSEHOLD","Character","JHYTOH",,"1: Financial reasons||2: Room layout / design||3: Size||4: Exterior appearance||5: Yards / trees / view||6: Quality of construction||7: Only one available||8: The neighborhood itself||9: Other - specify||10: All reasons of equal importance||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WHYTON",23,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro","PUF","Main reason this neighborhood was chosen","HOUSEHOLD","Character","JHYTON",,"1: Convenient to job||2: Convenient to friends or relatives||3: Convenient to amenities||4: Convenient to public transportation||5: Other public services||6: Good schools||7: Looks / design of neighborhood||8: Safety||9: Familiarity of neighborhood||10: House was an important consideration||11: Other||12: All reasons equal||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMCHEP",24,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved here for less expensive rent / maintenance","HOUSEHOLD","Character","JMCHEP",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMCHTN",25,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved here to own not rent or vice versa","HOUSEHOLD","Character","JMCHTN",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMCLOS",26,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved to be closer to work / school / other","HOUSEHOLD","Character","JMCLOS",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMCNDO",27,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2005 National, 1997 National","PUF","Moved because unit was becoming condominium or cooperative","HOUSEHOLD","Character","JMCNDO",,"1: Yes||2: No||D: Don't know||Blank: Not reported||B: Not applicable",,,,,
"WMCNDO",27,"Recent Movers",12,"Reason for Moving",1,"2013 Metro, 2011 National, 2009 National, 2002 Metro","PUF","Moved because unit was becoming condominium or cooperative","HOUSEHOLD","Character","JMCNDO",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"WMDISL",28,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved because of disaster loss","HOUSEHOLD","Character","JMDISL",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMEVIC",29,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Main reason for moving - eviction","HOUSEHOLD","Character","JMEVIC",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMFAML",30,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved for other family / personal reasons","HOUSEHOLD","Character","JMFAML",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMFEMP",31,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved for other financial / employment reasons","HOUSEHOLD","Character","JMFEMP",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMFORE",32,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved for foreclosure reasons","HOUSEHOLD","Character","JMFORE",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMGOVP",33,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1997 National","PUF","Moved because government using land / unit","HOUSEHOLD","Character","JMGOVP",,"1: Yes||2: No||Blank: Not reported||B: Not applicable",,,,,
"WMGOVT",34,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Force to move by government","HOUSEHOLD","Character","JMGOVT",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMHOUS",35,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved for other housing related reasons","HOUSEHOLD","Character","JMHOUS",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMJOBS",36,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved for new job or job transfer","HOUSEHOLD","Character","JMJOBS",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMLARG",37,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved because needed larger unit","HOUSEHOLD","Character","JMLARG",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMMARR",38,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved because of marital status change","HOUSEHOLD","Character","JMMARR",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMNFIT",39,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2001 National, 1999 National, 1997 National","PUF","Moved because unit was condemned","HOUSEHOLD","Character","NA",,"1: Yes||2: No||Blank: Not reported||B: Not applicable",,,,,
"WMNFIT",39,"Recent Movers",12,"Reason for Moving",1,"2013 Metro, 2011 National, 2003 National, 2002 Metro, 1998 Metro","PUF","Moved because unit was condemned","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||Blank: Not reported||B: Not applicable",,,,,
"WMONHH",40,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved to establish own household","HOUSEHOLD","Character","JMONHH",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMOTHR",41,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved for some other reason","HOUSEHOLD","Character","JMOTHR",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMOWNR",42,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2005 National, 1997 National","PUF","Moved because owner taking over unit","HOUSEHOLD","Character","JMOWNR",,"1: Yes||2: No||D: Don't know||Blank: Not reported||B: Not applicable",,,,,
"WMOWNR",42,"Recent Movers",12,"Reason for Moving",1,"2013 Metro, 2011 National","PUF","Moved because owner taking over unit","HOUSEHOLD","Character","JMOWNR",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"WMPRIV",43,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved because private company / person wants unit","HOUSEHOLD","Character","JMPRIV",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMQUAL",44,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Moved to obtain higher quality unit","HOUSEHOLD","Character","JMQUAL",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WMREPR",45,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2005 National, 1999 National","PUF","Moved because unit closed for repairs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||Blank: Not reported||B: Not applicable",,,,,
"WMREPR",45,"Recent Movers",12,"Reason for Moving",1,"2013 Metro, 2011 National, 2009 National, 2004 Metro, 2002 Metro, 2001 National","PUF","Moved because unit closed for repairs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||B: Not applicable",,,,,
"WNAMEN",46,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro","PUF","Chose neighborhood because of convenience to amenities","HOUSEHOLD","Character","JWNAMEN",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNFAMILR",47,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro","PUF","Chose neighborhood because of familiarity","HOUSEHOLD","Character","JWNFAMILR",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNHOME",48,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood because of unit","HOUSEHOLD","Character","JNHOME",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNJOB",49,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood because close to work","HOUSEHOLD","Character","JWNJOB",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNLOOK",50,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood for its looks / design","HOUSEHOLD","Character","JNLOOK",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNOTHR",51,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood for other reasons","HOUSEHOLD","Character","JNOTHR",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNPEPL",52,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood since close to friends / family","HOUSEHOLD","Character","JNPEPL",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNSAFETY",53,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro","PUF","Chose neighborhood because of safety","HOUSEHOLD","Character","JWNSAFETY",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNSCH",54,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood because of good schools","HOUSEHOLD","Character","JWNSCH",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNSRV",55,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood for other public services","HOUSEHOLD","Character","JWNSRV",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WNTRAN",56,"Recent Movers",12,"Reason for Moving",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose neighborhood since close to public transportation","HOUSEHOLD","Character","JNTRAN",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HEARHS",17,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","How first heard about this unit","HOUSEHOLD","Character","NA",,"1: Word of mouth||2: Daily newspaper||3: Weekly newspaper or giveaway publication||4: Craigslist||5: Realtor.com||6: Ad on a different internet site||7: Apartment rental agency listing||8: Talking with a real estate agent||9: Sign on outside of building||10: Billboard||11: Radio ad||12: Other||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"LOOKHS",18,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Looked at both houses / mobile homes and apartments","HOUSEHOLD","Character","NA",,"1: Yes||2: No||3: Looked only at this unit||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"LOOKNS",19,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Looked at other neighborhoods","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLBSY",20,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking at homes - too busy","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLHPPY",21,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking - happy with this unit","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLMOBL",22,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking - had trouble traveling","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLMOV",23,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking - had to move quickly","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLNLIK",24,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking - don't like looking","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLNPR",25,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking for no particular reason","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLOTHR",26,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking for some other reason","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NLUNK",27,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Stopped looking - didn't know of others","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
