Table,NAME,FMTName,Type,Value,Label,Flat,Metro
AHS2021,VACINVEST,VACINVEST,C,2,No,YES,YES
AHS2021,VACINVEST,VACINVEST,C,M,Not reported,YES,YES
AHS2021,VACINVEST,VACINVEST,C,N,Not applicable,YES,YES
AHS2021,VACMONTHS,VACMONTHS,N,0,Less than 1 month,YES,YES
AHS2021,VACMONTHS,VACMONTHS,N,25,More than 2 years,YES,YES
AHS2021,VACMONTHS,VACMONTHS,N,26,Never occupied as a permanent home,YES,YES
AHS2021,VACMONTHS,VACMONTHS,N,.M,Not reported,YES,YES
AHS2021,VACMONTHS,VACMONTHS,N,.N,Not applicable,YES,YES
AHS2021,VACOTH,VACOTH,C,1,Yes,YES,YES
AHS2021,VACOTH,VACOTH,C,2,No,YES,YES
AHS2021,VACOTH,VACOTH,C,M,Not reported,YES,YES
AHS2021,VACOTH,VACOTH,C,N,Not applicable,YES,YES
AHS2021,VACPRIRES,VACPRIRES,C,1,Yes,YES,YES
AHS2021,VACPRIRES,VACPRIRES,C,2,No,YES,YES
AHS2021,VACPRIRES,VACPRIRES,C,M,Not reported,YES,YES
AHS2021,VACPRIRES,VACPRIRES,C,N,Not applicable,YES,YES
AHS2021,VACREC,VACREC,C,1,Yes,YES,YES
AHS2021,VACREC,VACREC,C,2,No,YES,YES
AHS2021,VACREC,VACREC,C,M,Not reported,YES,YES
AHS2021,VACREC,VACREC,C,N,Not applicable,YES,YES
AHS2021,VACRESDAYS,VACRESDAYS,C,1,0 to 2 nights,YES,YES
AHS2021,VACRESDAYS,VACRESDAYS,C,2,3 to 7 nights,YES,YES
AHS2021,VACRESDAYS,VACRESDAYS,C,3,8 or more nights,YES,YES
AHS2021,VACRESDAYS,VACRESDAYS,C,M,Not reported,YES,YES
AHS2021,VACRESDAYS,VACRESDAYS,C,N,Not applicable,YES,YES
AHS2021,VACRNTDAYS,VACRNTDAYS,C,1,0 to 2 nights,YES,YES
AHS2021,VACRNTDAYS,VACRNTDAYS,C,2,3 to 7 nights,YES,YES
AHS2021,VACRNTDAYS,VACRNTDAYS,C,3,8 or more nights,YES,YES
AHS2021,VACRNTDAYS,VACRNTDAYS,C,M,Not reported,YES,YES
AHS2021,VACRNTDAYS,VACRNTDAYS,C,N,Not applicable,YES,YES
AHS2021,VACSELL,VACSELL,C,1,Yes,YES,YES
AHS2021,VACSELL,VACSELL,C,2,No,YES,YES
AHS2021,VACSELL,VACSELL,C,M,Not reported,YES,YES
AHS2021,VACSELL,VACSELL,C,N,Not applicable,YES,YES
AHS2021,WAGP1,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP1,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP1,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP10,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP10,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP10,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP11,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP11,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP11,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP12,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP12,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP12,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP13,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP13,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP13,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP14,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP14,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP14,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP15,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP15,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP15,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP16,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP16,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP16,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP17,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP17,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP17,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP18,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP18,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP18,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP19,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP19,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP19,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP2,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP2,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP2,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP3,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP3,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP3,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP4,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP4,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP4,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP5,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP5,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP5,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP6,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP6,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP6,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP7,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP7,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP7,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP8,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP8,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP8,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WAGP9,WAGP,N,0,Does not receive wage income,YES,YES
AHS2021,WAGP9,WAGP,N,9999998,"$9,999,998 or more",YES,YES
AHS2021,WAGP9,WAGP,N,.N,Not applicable,YES,YES
AHS2021,WALLCRACK,WALLCRACK,C,1,Yes,YES,YES
AHS2021,WALLCRACK,WALLCRACK,C,2,No,YES,YES
AHS2021,WALLSIDE,WALLSIDE,C,1,Yes,YES,YES
AHS2021,WALLSIDE,WALLSIDE,C,2,No,YES,YES
AHS2021,WALLSIDE,WALLSIDE,C,M,Not reported,YES,YES
AHS2021,WALLSIDE,WALLSIDE,C,N,Not applicable,YES,YES
AHS2021,WALLSLOPE,WALLSLOPE,C,1,Yes,YES,YES
AHS2021,WALLSLOPE,WALLSLOPE,C,2,No,YES,YES
AHS2021,WALLSLOPE,WALLSLOPE,C,M,Not reported,YES,YES
AHS2021,WALLSLOPE,WALLSLOPE,C,N,Not applicable,YES,YES
AHS2021,WASHER,WASHER,C,1,Yes,YES,YES
AHS2021,WASHER,WASHER,C,2,No,YES,YES
AHS2021,WATERAMT,WATERAMT,N,0,Unit does not use water,YES,YES
AHS2021,WATERAMT,WATERAMT,N,1,Vacant home: billed separately,YES,YES
AHS2021,WATERAMT,WATERAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill",YES,YES
AHS2021,WATERAMT,WATERAMT,N,3,Occupied home: provided free of charge,YES,YES
AHS2021,WATERAMT,WATERAMT,N,833,$833 or more,YES,YES
AHS2021,WATERAMT,WATERAMT,N,.N,Not applicable,YES,YES
AHS2021,WATSOURCE,WATSOURCE,C,1,Public,YES,YES
AHS2021,WATSOURCE,WATSOURCE,C,2,Well,YES,YES
AHS2021,WATSOURCE,WATSOURCE,C,3,Other,YES,YES
AHS2021,WFRALERT,WFRALERT,C,1,Sirens,YES,YES
AHS2021,WFRALERT,WFRALERT,C,2,"Emergency alert, text, or call on cell phone",YES,YES
AHS2021,WFRALERT,WFRALERT,C,3,Call on landline,YES,YES
AHS2021,WFRALERT,WFRALERT,C,4,Email,YES,YES
AHS2021,WFRALERT,WFRALERT,C,5,Television or radio,YES,YES
AHS2021,WFRALERT,WFRALERT,C,6,Visit or other in person contact from emergency official,YES,YES
AHS2021,WFRALERT,WFRALERT,C,M,Not reported,YES,YES
AHS2021,WFRALERT,WFRALERT,C,N,Not applicable,YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,1,"Has a deck, wood",YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,2,"Has a deck, synthetic material",YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,3,"Has a deck, concrete",YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,4,"Has a deck, other",YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,5,"Has a deck, material not reported",YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,6,No deck,YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,M,Not reported,YES,YES
AHS2021,WFRDKMAT,WFRDKMAT,C,N,Not applicable,YES,YES
AHS2021,WFRDKSTRG,WFRDKSTRG,C,1,"Has a deck, space underneath used for storage",YES,YES
AHS2021,WFRDKSTRG,WFRDKSTRG,C,2,"Has a deck, space underneath not used for storage",YES,YES
AHS2021,WFRDKSTRG,WFRDKSTRG,C,3,"Has a deck, storage use not reported",YES,YES
AHS2021,WFRDKSTRG,WFRDKSTRG,C,4,No deck,YES,YES
AHS2021,WFRDKSTRG,WFRDKSTRG,C,M,Not reported,YES,YES
AHS2021,WFRDKSTRG,WFRDKSTRG,C,N,Not applicable,YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,1,"Has gutter, cleaned twice or more a year",YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,2,"Has gutter, cleaned once a year",YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,3,"Has gutter, cleaned less often than once a year",YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,4,"Has gutter, never cleaned",YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,5,"Has gutter, cleaning not reported",YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,6,No gutter,YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,M,Not reported,YES,YES
AHS2021,WFRGUTFRQ,WFRGUTFRQ,C,N,Not applicable,YES,YES
AHS2021,WFRROOF,WFRROOF,C,1,Asphalt shingles,YES,YES
AHS2021,WFRROOF,WFRROOF,C,2,Wood shake,YES,YES
AHS2021,WFRROOF,WFRROOF,C,3,Tile,YES,YES
AHS2021,WFRROOF,WFRROOF,C,4,Metal,YES,YES
AHS2021,WFRROOF,WFRROOF,C,5,Other,YES,YES
AHS2021,WFRROOF,WFRROOF,C,M,Not reported,YES,YES
AHS2021,WFRROOF,WFRROOF,C,N,Not applicable,YES,YES
AHS2021,WFRSIDING,WFRSIDING,C,1,Wood,YES,YES
AHS2021,WFRSIDING,WFRSIDING,C,2,Vinyl,YES,YES
AHS2021,WFRSIDING,WFRSIDING,C,3,Aluminum,YES,YES
AHS2021,WFRSIDING,WFRSIDING,C,4,"Other (brick, asbestos, fiber cement, etc.)",YES,YES
AHS2021,WFRSIDING,WFRSIDING,C,M,Not reported,YES,YES
AHS2021,WFRSIDING,WFRSIDING,C,N,Not applicable,YES,YES
AHS2021,WFRVEGCLS,WFRVEGCLS,C,1,"Has nearby vegetation, within 5 feet of home",YES,YES
AHS2021,WFRVEGCLS,WFRVEGCLS,C,2,"Has nearby vegetation, not within 5 feet of home",YES,YES
AHS2021,WFRVEGCLS,WFRVEGCLS,C,3,"Has nearby vegetation, distance not reported",YES,YES
AHS2021,WFRVEGCLS,WFRVEGCLS,C,4,No nearby vegetation,YES,YES
AHS2021,WFRVEGCLS,WFRVEGCLS,C,M,Not reported,YES,YES
AHS2021,WFRVEGCLS,WFRVEGCLS,C,N,Not applicable,YES,YES
AHS2021,WFRWFENCE,WFRWFENCE,C,1,Yes,YES,YES
AHS2021,WFRWFENCE,WFRWFENCE,C,2,No,YES,YES
AHS2021,WFRWFENCE,WFRWFENCE,C,M,Not reported,YES,YES
AHS2021,WFRWFENCE,WFRWFENCE,C,N,Not applicable,YES,YES
AHS2021,WFRWPILE,WFRWPILE,C,1,Yes,YES,YES
AHS2021,WFRWPILE,WFRWPILE,C,2,No,YES,YES
AHS2021,WFRWPILE,WFRWPILE,C,M,Not reported,YES,YES
AHS2021,WFRWPILE,WFRWPILE,C,N,Not applicable,YES,YES
AHS2021,WFRWSHED,WFRWSHED,C,1,Yes,YES,YES
AHS2021,WFRWSHED,WFRWSHED,C,2,No,YES,YES
AHS2021,WFRWSHED,WFRWSHED,C,M,Not reported,YES,YES
AHS2021,WFRWSHED,WFRWSHED,C,N,Not applicable,YES,YES
AHS2021,WINBARS,WINBARS,C,1,Yes,YES,YES
AHS2021,WINBARS,WINBARS,C,2,No,YES,YES
AHS2021,WINBARS,WINBARS,C,M,Not reported,YES,YES
AHS2021,WINBARS,WINBARS,C,N,Not applicable,YES,YES
AHS2021,WINBOARD,WINBOARD,C,1,Yes,YES,YES
AHS2021,WINBOARD,WINBOARD,C,2,No,YES,YES
AHS2021,WINBOARD,WINBOARD,C,M,Not reported,YES,YES
AHS2021,WINBOARD,WINBOARD,C,N,Not applicable,YES,YES
AHS2021,WINBROKE,WINBROKE,C,1,Yes,YES,YES
AHS2021,WINBROKE,WINBROKE,C,2,No,YES,YES
AHS2021,WINBROKE,WINBROKE,C,M,Not reported,YES,YES
AHS2021,WINBROKE,WINBROKE,C,N,Not applicable,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1919,1919 or earlier,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1920,1920 to 1929,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1930,1930 to 1939,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1940,1940 to 1949,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1950,1950 to 1959,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1960,1960 to 1969,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1970,1970 to 1979,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1980,1980 to 1989,YES,YES
AHS2021,YRBUILT,YRBUILT,N,1990,1990 to 1999,YES,YES
AHS2021,YRBUILT,YRBUILT,N,2000,2000 to 2009,YES,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,01,Electric powered central air conditioning system,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,02,Piped gas powered central air conditioning system,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,03,Liquefied petroleum gas powered central air conditioning system,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,04,Other fuel source powered air conditioning system,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,05,1 room air conditioner,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,06,2 room air conditioners,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,07,3 room air conditioners,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,08,4 room air conditioners,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,09,5 room air conditioners,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,10,6 room air conditioners,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,11,7 or more room air conditioners,NO,YES
HOUSEHOLD,ACPRIMARY,ACPRIMARY,C,12,No air conditioning,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,01,Secondary electric powered central air conditioning system,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,02,Secondary piped gas powered central air conditioning system,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,03,Secondary liquefied petroleum gas powered central air conditioning system,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,04,Secondary other fuel source powered air conditioning system,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,05,Secondary 1 room air conditioner,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,06,Secondary 2 room air conditioners,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,07,Secondary 3 room air conditioners,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,08,Secondary 4 room air conditioners,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,09,Secondary 5 room air conditioners,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,10,Secondary 6 room air conditioners,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,11,Secondary 7 or more room air conditioners,NO,YES
HOUSEHOLD,ACSECNDRY,ACSECNDRY,C,12,No secondary air conditioning,NO,YES
HOUSEHOLD,ADEQUACY,ADEQUACY,C,1,Adequate,NO,YES
HOUSEHOLD,ADEQUACY,ADEQUACY,C,2,Moderately inadequate,NO,YES
HOUSEHOLD,ADEQUACY,ADEQUACY,C,3,Severely inadequate,NO,YES
HOUSEHOLD,BATHEXCLU,BATHEXCLU,C,1,Bathroom is outside unit but inside building,NO,YES
HOUSEHOLD,BATHEXCLU,BATHEXCLU,C,2,Bathroom is outside building,NO,YES
HOUSEHOLD,BATHEXCLU,BATHEXCLU,C,M,Not reported,NO,YES
HOUSEHOLD,BATHEXCLU,BATHEXCLU,C,N,Not applicable,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,01,One full bathroom,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,02,1.5 bathrooms,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,03,2 bathrooms,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,04,2.5 bathrooms,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,05,3 bathrooms,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,06,More than 3 bathrooms,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,07,No full bath: sink and tub present,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,08,No full bath: sink and toilet present,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,09,No full bath: tub and toilet present,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,10,No full bath: sink only,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,11,No full bath: tub only,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,12,No full bath: toilet only,NO,YES
HOUSEHOLD,BATHROOMS,BATHROOMS,C,13,"No full bath: no sink, tub or toilet",NO,YES
HOUSEHOLD,BEDROOMS,BEDROOMS,N,10,10 or more,NO,YES
HOUSEHOLD,BLD,BLD,C,01,Mobile home or trailer,NO,YES
HOUSEHOLD,BLD,BLD,C,02,"One-family house, detached",NO,YES
HOUSEHOLD,BLD,BLD,C,03,"One-family house, attached",NO,YES
HOUSEHOLD,BLD,BLD,C,04,2 apartments,NO,YES
HOUSEHOLD,BLD,BLD,C,05,3 to 4 apartments,NO,YES
HOUSEHOLD,BLD,BLD,C,06,5 to 9 apartments,NO,YES
HOUSEHOLD,BLD,BLD,C,07,10 to 19 apartments,NO,YES
HOUSEHOLD,BLD,BLD,C,08,20 to 49 apartments,NO,YES
HOUSEHOLD,BLD,BLD,C,09,50 or more apartments,NO,YES
HOUSEHOLD,BLD,BLD,C,10,"Boat, RV, van, etc.",NO,YES
HOUSEHOLD,CELLPHONE,CELLPHONE,N,.M,Not reported,NO,YES
HOUSEHOLD,CELLPHONE,CELLPHONE,N,.N,Not applicable,NO,YES
HOUSEHOLD,COLD,COLD,C,1,Yes,NO,YES
HOUSEHOLD,COLD,COLD,C,2,No,NO,YES
HOUSEHOLD,COLD,COLD,C,3,Household did not live in the unit last winter,NO,YES
HOUSEHOLD,COLD,COLD,C,M,Not reported,NO,YES
HOUSEHOLD,COLD,COLD,C,N,Not applicable,NO,YES
HOUSEHOLD,COLDCOST,COLDCOST,C,1,Yes,NO,YES
HOUSEHOLD,COLDCOST,COLDCOST,C,2,No,NO,YES
HOUSEHOLD,COLDCOST,COLDCOST,C,M,Not reported,NO,YES
HOUSEHOLD,COLDCOST,COLDCOST,C,N,Not applicable,NO,YES
HOUSEHOLD,COLDEQ,COLDEQ,C,1,Yes,NO,YES
HOUSEHOLD,COLDEQ,COLDEQ,C,2,No,NO,YES
HOUSEHOLD,COLDEQ,COLDEQ,C,M,Not reported,NO,YES
HOUSEHOLD,COLDEQ,COLDEQ,C,N,Not applicable,NO,YES
HOUSEHOLD,COLDEQFREQ,COLDEQFREQ,N,0,Never broke down for 6 hours,NO,YES
HOUSEHOLD,COLDEQFREQ,COLDEQFREQ,N,8,8 or more breakdowns lasting 6 hours or more,NO,YES
HOUSEHOLD,COLDEQFREQ,COLDEQFREQ,N,.M,Not reported,NO,YES
HOUSEHOLD,COLDEQFREQ,COLDEQFREQ,N,.N,Not applicable,NO,YES
HOUSEHOLD,COLDHTCAP,COLDHTCAP,C,1,Yes,NO,YES
HOUSEHOLD,COLDHTCAP,COLDHTCAP,C,2,No,NO,YES
HOUSEHOLD,COLDHTCAP,COLDHTCAP,C,M,Not reported,NO,YES
HOUSEHOLD,COLDHTCAP,COLDHTCAP,C,N,Not applicable,NO,YES
HOUSEHOLD,COLDINSUL,COLDINSUL,C,1,Yes,NO,YES
HOUSEHOLD,COLDINSUL,COLDINSUL,C,2,No,NO,YES
HOUSEHOLD,COLDINSUL,COLDINSUL,C,M,Not reported,NO,YES
HOUSEHOLD,COLDINSUL,COLDINSUL,C,N,Not applicable,NO,YES
HOUSEHOLD,COLDOTHER,COLDOTHER,C,1,Yes,NO,YES
HOUSEHOLD,COLDOTHER,COLDOTHER,C,2,No,NO,YES
HOUSEHOLD,COLDOTHER,COLDOTHER,C,M,Not reported,NO,YES
HOUSEHOLD,COLDOTHER,COLDOTHER,C,N,Not applicable,NO,YES
HOUSEHOLD,COLDUTIL,COLDUTIL,C,1,Yes,NO,YES
HOUSEHOLD,COLDUTIL,COLDUTIL,C,2,No,NO,YES
HOUSEHOLD,COLDUTIL,COLDUTIL,C,M,Not reported,NO,YES
HOUSEHOLD,COLDUTIL,COLDUTIL,C,N,Not applicable,NO,YES
HOUSEHOLD,CONDO,CONDO,C,1,Yes,NO,YES
HOUSEHOLD,CONDO,CONDO,C,2,No,NO,YES
HOUSEHOLD,COOKFUEL,COOKFUEL,C,1,Electric,NO,YES
HOUSEHOLD,COOKFUEL,COOKFUEL,C,2,Piped gas,NO,YES
HOUSEHOLD,COOKFUEL,COOKFUEL,C,3,Liquefied petroleum gas,NO,YES
HOUSEHOLD,COOKFUEL,COOKFUEL,C,4,Other,NO,YES
HOUSEHOLD,COOKFUEL,COOKFUEL,C,5,None,NO,YES
HOUSEHOLD,COOKTYPE,COOKTYPE,C,1,"Cooking stove or range with oven, in working order",NO,YES
HOUSEHOLD,COOKTYPE,COOKTYPE,C,2,"Built-in cooking burners, no oven in working order",NO,YES
HOUSEHOLD,COOKTYPE,COOKTYPE,C,3,"Has microwave, but no oven or burners",NO,YES
HOUSEHOLD,COOKTYPE,COOKTYPE,C,4,No working cooking equipment,NO,YES
HOUSEHOLD,DBEVICLK,DBEVICLK,C,1,Very likely,NO,YES
HOUSEHOLD,DBEVICLK,DBEVICLK,C,2,Somewhat likely,NO,YES
HOUSEHOLD,DBEVICLK,DBEVICLK,C,3,Not very likely,NO,YES
HOUSEHOLD,DBEVICLK,DBEVICLK,C,M,Not reported,NO,YES
HOUSEHOLD,DBEVICLK,DBEVICLK,C,N,Not applicable,NO,YES
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,1,Yes,NO,YES
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,2,No,NO,YES
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,M,Not reported,NO,YES
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,N,Not applicable,NO,YES
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,1,Yes,NO,YES
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,2,No,NO,YES
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,M,Not reported,NO,YES
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,N,Not applicable,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,1,New home,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,2,Friends,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,3,Family,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,4,Different places,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,5,Shelter,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,M,Not reported,NO,YES
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,N,Not applicable,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,1,New home,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,2,Friends,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,3,Family,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,4,Different places,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,5,Shelter,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,M,Not reported,NO,YES
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,N,Not applicable,NO,YES
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,1,Very likely,NO,YES
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,2,Somewhat likely,NO,YES
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,3,Not very likely,NO,YES
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,M,Not reported,NO,YES
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,N,Not applicable,NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,1,Received a notice one of the last three months,NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,2,Received a notice two of the last three months,NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,3,Received a notice three of the last three months,NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,4,"Received a notice, time period not reported",NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,5,No notice,NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,M,Not reported,NO,YES
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,N,Not applicable,NO,YES
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,1,Unable to pay one of the last three months,NO,YES
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,2,Unable to pay two of the last three months,NO,YES
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,3,Unable to pay three of the last three months,NO,YES
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,4,"Unable to pay, time period not reported",NO,YES
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,5,Has not been unable to pay rent,NO,YES
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,M,Not reported,NO,YES
